,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
2899,719836083,Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,36,3,4,2,7477,1543,34,3.54
2900,718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,33,5,1,3,16227,4314,67,0.57
2901,718682883,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,34,3,3,1,19110,4478,76,2.08
2902,771503958,Existing Customer,49,M,2,Unknown,Single,$40K - $60K,Blue,37,5,1,3,2993,4089,72,7.03
2903,771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,4,3290,3591,80,12.28
2904,717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176,2682,64,3.37
2905,712737108,Existing Customer,48,F,4,High School,Married,Unknown,Blue,36,4,1,2,21416,4221,75,0
2906,771599283,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,2,5,2492,1606,32,11.09
2907,717237708,Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,38,3,3,5,14265,3982,58,2.12
2908,710703708,Existing Customer,46,F,4,Unknown,Single,$40K - $60K,Silver,35,6,3,2,16985,2961,56,0.57
2909,712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,38,4,1,4,7469,3150,70,4.14
2910,709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,2,4592,1470,33,9.08
2911,709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,6,3,4,4341,3825,63,0
2912,720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,6,2,2,34516,4077,67,0
2913,780704358,Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,23,4,3,0,27710,4014,73,0
2914,717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,4,3,2,13431,2338,71,1.58
2915,718318383,Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,36,6,3,4,2645,4251,69,9.27
2916,708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028,3683,73,1.42
2917,712652283,Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,Blue,28,4,1,3,34516,3030,74,0.22
2918,793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,31,4,2,4,5699,2835,57,2.57
2919,720084183,Existing Customer,46,M,3,Unknown,Divorced,$120K +,Blue,34,5,2,4,16284,3018,75,0
2920,767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,56,4,2,2,3226,3250,70,10.43
2921,709216533,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,6,3,4,2803,3142,64,4.38
2922,720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,30,6,2,5,34516,2776,59,0.58
2923,773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,53,5,5,4,2192,4010,79,11.56
2924,719963433,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,29,3,2,2,8318,3676,77,3.54
2925,708139833,Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,4,2,3,6391,2323,44,0
2926,710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,31,5,2,4,4736,3927,73,0.2
2927,713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944,3159,69,2.42
2928,816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47,6,3,3,4717,2349,66,0
2929,712019883,Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,34,5,3,3,12778,3337,69,0.12
2930,718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,5,2,3,16920,3275,60,2.07
2931,718345233,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,35,6,3,3,3240,1904,41,12.57
2932,771228183,Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,17,4,1,3,4704,3294,87,0
2933,789430083,Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,32,6,1,2,14987,4470,83,1.35
2934,779524833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,34,4,3,3,3554,3640,59,0.44
2935,823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,42,3,3,4,9227,3948,74,1.42
2936,715563558,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,40,3,3,2,7522,2533,62,2.21
2937,715424283,Existing Customer,31,F,0,College,Married,Less than $40K,Blue,21,5,2,2,1677,3059,50,0
2938,807209808,Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,2319,3739,68,11.43
2939,716578158,Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,29,6,2,5,2722,3205,49,9.45
2940,708911508,Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,39,3,3,2,2046,3446,71,0
2941,717332733,Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,37,5,2,4,34516,2851,80,0
2942,710681808,Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,42,6,3,3,18531,2484,52,1.24
2943,708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,36,5,3,4,4112,2949,54,0
2944,711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,34,4,1,2,34516,4143,68,0
2945,720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,22,4,3,3,34516,2759,65,0.37
2946,709012083,Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683,2010,45,8.57
2947,771073908,Existing Customer,62,M,0,Unknown,Married,$40K - $60K,Blue,48,4,1,2,1438.3,1406,27,0
2948,718174908,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,4,3,2,4224,1458,29,9.32
2949,709550958,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,4,7133,2689,62,0
2950,720411183,Existing Customer,34,F,1,High School,Single,Unknown,Blue,22,6,1,0,10253,3042,66,3.01
2951,720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,25,4,3,2,4210,4248,65,0
2952,755615208,Existing Customer,49,M,3,High School,Single,$120K +,Blue,42,5,3,2,12630,4084,66,2.24
2953,708147108,Existing Customer,26,M,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084,2309,71,1.59
2954,827476983,Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,52,3,5,1,3639,1865,42,9.59
2955,716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,36,4,3,5,31945,3650,62,0.05
2956,708563433,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894,1616,32,1.21
2957,772277508,Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,2209,3292,52,0
2958,712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,26,3,2,3,23447,2834,77,1.05
2959,719342808,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4,2,3,4180,3750,76,2.45
2960,788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,39,3,3,2,4930,4224,77,7.32
2961,778386033,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,18,6,3,4,3417,2068,34,8.32
2962,820060758,Existing Customer,50,F,1,College,Single,Less than $40K,Blue,45,4,2,4,4785,3651,59,6.51
2963,713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,2,12685,4454,74,0
2964,720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,3,3,3,21374,4100,79,0
2965,709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,4,3,2,1911,1965,49,10.37
2966,769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,8666,3593,71,0
2967,786087633,Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,54,4,1,0,2759,1650,34,15.06
2968,738627708,Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,41,5,3,4,5984,1838,42,0
2969,719527833,Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,36,6,3,3,23000,3886,70,0.48
2970,715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,25,5,3,2,1438.3,2882,68,0
2971,717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,36,3,3,5,2976,3332,60,10.11
2972,714179658,Existing Customer,43,M,3,High School,Single,$120K +,Blue,36,3,1,3,34516,1996,48,0
2973,806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,53,5,2,5,1438.3,1539,40,0
2974,714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,36,3,1,4,16099,3656,88,0
2975,711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,1,19595,3811,62,1.01
2976,720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,25,3,2,4,13193,4071,64,2.13
2977,719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,36,3,1,3,8184,4134,71,3.04
2978,713110908,Existing Customer,30,M,1,Unknown,Married,Less than $40K,Blue,13,3,6,5,2607,1719,45,12.34
2979,721179708,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,37,4,2,3,5758,4422,76,0
2980,716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,36,4,2,5,25873,3920,84,0.22
2981,711443808,Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,37,6,1,1,2695,4068,53,10.15
2982,778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,32,4,2,5,20860,3435,56,1.12
2983,713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,30,6,3,3,1892,4558,60,9.14
2984,778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,33,3,3,4,27751,1427,25,0.37
2985,778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,38,6,2,2,34516,3661,71,0.19
2986,714670533,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,37,3,1,5,24580,3069,62,1.42
2987,771833433,Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,38,3,2,4,29893,2063,48,0
2988,772758783,Existing Customer,43,M,1,Unknown,Married,$80K - $120K,Blue,33,5,1,5,21165,3343,60,0.35
2989,788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148,3451,59,1.01
2990,716878533,Existing Customer,55,M,2,Unknown,Married,$80K - $120K,Blue,46,4,1,1,10979,1425,33,2.52
2991,713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,33,3,1,2,6519,3088,65,2.11
2992,716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,36,3,2,2,2509,3166,72,9.43
2993,719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,36,3,1,3,2664,3135,59,0
2994,821755233,Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,28,5,5,2,14999,3441,69,1.15
2995,709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,13,4,1,2,10332,2914,67,1.32
2996,714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,36,5,1,4,10226,3321,57,0.16
2997,828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050,2381,40,2.31
2998,779647608,Existing Customer,39,M,2,High School,Single,$120K +,Blue,22,5,2,2,26124,4199,92,0
2999,787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,6,2,2,9816,3489,81,0
3000,771534408,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,40,4,3,3,2783,3897,74,14.15
3001,716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,5,2,3,15942,1742,41,0
3002,715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,39,4,3,2,12222,3418,78,1.43
3003,789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002,2114,53,0.35
3004,717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,53,6,3,2,34516,3261,64,0.04
3005,709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227,3577,82,2.46
3006,712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,Blue,34,3,3,1,4265,3244,62,0.38
3007,716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,2,13867,4297,68,0
3008,711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,4,1,2,2243,4023,63,0
3009,818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239,3978,89,2.02
3010,788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,1,2,22558,3855,70,0.36
3011,709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516,2687,64,0.26
3012,708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510,1661,35,0.45
3013,714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2,2,1651,4050,58,14.28
3014,710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693,4755,69,1.32
3015,815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549,1914,33,4.22
3016,778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558,4136,65,0
3017,720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176,1375,33,0
3018,803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516,4614,76,0.19
3019,708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293,2958,63,0
3020,779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332,4095,67,1.15
3021,818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383,4462,88,3.45
3022,708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441,1894,49,3.07
3023,754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114,4740,88,0
3024,718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019,1689,36,11.27
3025,816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516,4533,78,0.52
3026,711935283,Attrited Customer,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3,1427,36,0
3027,716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017,1657,43,0
3028,716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519,3698,65,0
3029,809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516,3514,63,1.02
3030,716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474,3240,54,1.48
3031,717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,27,5,3,4,6587,4160,70,2.05
3032,715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,36,4,2,2,2999,3018,80,0
3033,779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154,3607,59,3.26
3034,787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039,1494,36,5.46
3035,717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516,1532,24,7.36
3036,715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577,4256,70,2.04
3037,720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628,2902,60,2.54
3038,710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,3522,74,0.45
3039,804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,3413,66,0.22
3040,780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912,4172,84,0
3041,825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,4890,64,1.11
3042,720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350,3396,63,0
3043,710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346,3784,67,0
3044,711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987,3640,56,1.24
3045,718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711,3602,72,0
3046,711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,2878,63,3.43
3047,711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,3542,60,0.38
3048,720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748,3323,66,2.19
3049,715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454,3777,75,13.59
3050,715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,1632,44,0
3051,758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255,3453,72,6.35
3052,712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,2464,92,6.58
3053,710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,2807,65,3.28
3054,716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306,3556,68,3.05
3055,778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637,3625,73,0
3056,716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733,4444,72,2.33
3057,753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,4293,83,0.5
3058,708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,2433,41,1.43
3059,789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653,3297,66,4.01
3060,712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919,3752,71,0.06
3061,719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516,2686,59,0
3062,786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198,2051,36,7.04
3063,711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532,3550,68,0
3064,748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587,2968,65,6.11
3065,721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250,1995,39,2.57
3066,789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753,3986,64,1.47
3067,709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,3283,74,2.43
3068,719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,3410,69,6.48
3069,716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,4632,67,0
3070,778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,2,23973,3560,71,0
3071,713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,3042,73,0.45
3072,803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077,2118,52,0
3073,714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667,3939,69,3.25
3074,720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871,3060,60,0.59
3075,721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346,3982,72,0
3076,789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919,2058,70,0
3077,713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,3519,70,0
3078,712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505,2272,42,7.37
3079,708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902,3731,53,0
3080,718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254,2366,62,9.39
3081,719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854,3912,76,3.11
3082,711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,2078,42,2.08
3083,789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2666,46,13.03
3084,787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132,3612,59,7.48
3085,779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,3530,61,3.29
3086,708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,1,3,5659,1570,40,4.06
3087,720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161,1898,42,0
3088,717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018,4028,81,3.45
3089,783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474,3242,74,1.33
3090,715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925,3815,65,3.02
3091,719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793,2671,67,2.09
3092,754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,4,2,2,4834,1876,35,0
3093,742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,4208,86,7.58
3094,711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,2481,42,2.22
3095,716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1693,25,4.22
3096,772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799,2311,43,0
3097,718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030,3420,81,3.38
3098,719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,3434,65,0.2
3099,720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248,4758,83,1.21
3100,767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583,3938,69,0
3101,797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576,2880,69,11.21
3102,771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270,1941,51,0.43
3103,712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717,2067,59,1.22
3104,716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,3748,64,0
3105,709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755,3458,71,1.08
3106,779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3,4,7282,3364,69,0
3107,717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260,4253,73,1.38
3108,712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952,3472,51,2.24
3109,709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353,4456,79,4.58
3110,715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741,2143,41,2.13
3111,708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,3024,64,10.35
3112,720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167,3848,74,0
3113,714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882,2291,40,1.08
3114,816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,3260,63,0.36
3115,806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071,4433,68,11.06
3116,806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267,4544,84,0
3117,787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,3595,68,0.38
3118,718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276,3758,61,0
3119,718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,3092,67,3.32
3120,716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,3299,64,5.05
3121,713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,4029,72,2.31
3122,713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,3754,58,10.36
3123,754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,3825,70,4.38
3124,788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,2136,40,1.53
3125,712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158,4071,67,0
3126,717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,3204,64,0.49
3127,709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648,3281,63,14.32
3128,816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702,2652,64,0.22
3129,718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,3230,64,0
3130,714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054,4659,72,0
3131,720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317,1995,54,0
3132,708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,3240,65,7.35
3133,716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173,4251,60,0
3134,715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,4037,68,1.46
