,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
1534,0,33,2,28,4,2,2,22399.0,2390,62,1.04,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1535,0,39,1,34,6,5,3,4489.0,2153,58,9.16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1536,0,35,2,25,4,1,4,10329.0,2461,68,0.05,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1537,0,43,1,36,4,2,3,2637.0,1569,39,8.02,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1538,0,27,0,22,4,1,2,1864.0,1662,32,12.22,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1539,0,52,2,47,6,3,3,13276.0,1901,33,2.24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1540,0,31,1,25,5,3,3,1935.0,2498,60,8.54,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1541,0,45,4,37,5,2,4,6784.0,1900,28,2.11,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1542,0,35,2,36,4,2,4,19127.0,1859,33,1.38,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1543,0,55,2,37,5,2,3,32641.0,1327,30,0.48,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1544,0,61,1,47,5,3,4,1438.3,1397,43,9.49,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1545,0,37,1,31,5,2,2,2417.0,1773,42,13.18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1546,0,38,2,34,4,1,3,19259.0,1388,27,1.58,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1547,0,54,3,50,6,2,2,3796.0,2069,54,10.31,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1548,0,40,5,22,6,1,4,4042.0,1471,37,7.11,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1549,0,47,5,34,3,1,2,17603.0,2902,64,0.06,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1550,0,55,2,46,6,1,4,2894.0,1017,25,11.58,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1551,0,37,5,26,2,1,2,16730.0,1740,43,1.57,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1552,0,36,0,27,6,3,2,3282.0,2614,79,9.22,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1553,0,53,2,41,4,2,2,15815.0,2135,48,1.17,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1554,0,26,0,21,6,2,3,1672.0,2099,34,9.32,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1555,0,45,3,36,4,3,3,8121.0,1914,45,3.16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1556,0,36,2,26,4,1,4,3182.0,1670,30,12.45,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1557,0,60,0,49,5,1,4,3182.0,1233,35,10.06,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1558,1,30,1,36,6,2,4,5061.0,1309,38,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1559,0,39,4,28,5,3,3,6224.0,3014,58,5.05,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1560,0,33,0,36,6,1,3,2735.0,3306,71,10.47,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1561,0,48,4,36,6,1,4,2464.0,1219,35,12.38,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1562,0,39,3,33,4,3,2,3477.0,1897,50,8.59,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1563,0,38,2,24,5,2,2,3242.0,1841,46,1.04,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1564,0,47,1,41,3,1,4,27858.0,1772,53,0.47,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1565,0,26,0,20,6,2,3,1438.3,2546,40,5.44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1566,0,49,3,36,5,2,4,34516.0,1793,44,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1567,0,38,3,22,4,2,3,6361.0,1499,31,1.49,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1568,0,30,0,21,6,6,2,2490.0,1645,30,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1569,0,53,3,44,5,6,4,14057.0,2073,60,1.58,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1570,0,49,2,38,4,1,2,2461.0,1729,35,10.44,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1571,0,35,2,21,4,3,3,7766.0,2423,74,2.45,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1572,0,40,3,33,4,1,3,21308.0,1322,38,0.26,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1573,0,30,0,36,5,2,4,4516.0,1819,24,8.19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1574,0,42,3,30,6,3,2,5424.0,1634,44,5.34,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1575,0,62,0,36,3,2,2,1764.0,2094,47,14.33,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1576,1,50,1,46,1,3,3,1493.0,1554,43,10.24,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1577,0,56,3,43,6,2,2,17539.0,1220,30,2.24,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1578,0,45,3,36,6,2,3,34516.0,3530,68,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1579,0,35,3,25,4,1,2,2149.0,1581,30,0.52,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1580,0,57,2,44,3,4,4,6256.0,1629,43,4.05,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1581,0,33,2,25,5,1,4,11922.0,2154,61,1.06,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1582,1,43,3,38,5,2,4,4075.0,2449,27,8.07,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1583,0,53,3,36,5,1,4,7290.0,1312,29,4.55,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1584,0,50,2,36,5,3,2,5965.0,3382,58,1.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1585,0,30,0,13,3,1,4,9007.0,1925,42,3.38,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1586,0,37,3,36,3,2,3,6077.0,2837,74,0.23,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1587,0,37,2,29,3,3,2,1808.0,1744,35,9.18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1588,0,45,3,36,6,1,3,12810.0,3174,74,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1589,1,58,0,45,3,1,3,3421.0,992,21,12.16,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1590,0,63,0,53,6,1,4,3118.0,1291,24,0.49,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1591,0,43,1,37,4,3,4,20013.0,1518,39,0.46,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1592,0,26,0,13,4,1,2,4395.0,2272,46,4.42,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1593,0,37,1,32,6,3,3,9661.0,2825,60,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1594,0,53,4,44,3,2,4,1973.0,1587,38,11.11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1595,0,55,3,49,3,2,4,9926.0,2235,57,3.23,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1596,0,36,3,36,6,3,3,4108.0,2275,58,6.44,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1597,0,51,3,36,5,1,4,20741.0,1818,51,2.01,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1598,0,36,4,24,6,1,2,16335.0,2733,71,0.55,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1599,0,35,1,17,5,3,3,4588.0,2442,62,9.09,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1600,0,34,2,24,5,3,3,5712.0,2617,54,5.42,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1601,0,57,0,36,3,1,2,5335.0,1844,49,3.46,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1602,1,54,3,49,6,2,3,13184.0,2047,33,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1603,0,29,0,20,5,2,3,8592.0,1842,50,0.14,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1604,0,37,3,26,5,3,2,1910.0,2028,39,10.09,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1605,0,53,2,45,6,3,3,6210.0,3095,62,2.54,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1606,0,36,3,31,6,2,4,2220.0,1685,44,10.02,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1607,0,49,5,41,4,2,2,20756.0,1502,31,1.22,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1608,0,64,0,55,6,3,2,2895.0,1541,37,14.29,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1609,0,53,3,36,4,3,2,3539.0,1677,45,11.51,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1610,0,52,1,44,6,1,4,9274.0,2048,59,3.46,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1611,0,35,3,26,6,1,3,3187.0,2072,33,1.19,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1612,1,37,3,24,2,1,4,2802.0,1406,28,14.38,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1613,0,50,0,36,4,3,3,2334.0,1386,30,5.03,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1614,0,65,0,56,5,3,3,1438.3,2249,61,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1615,0,53,2,44,3,2,4,3519.0,1670,33,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1616,0,53,1,48,3,2,3,3088.0,1561,40,11.15,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1617,0,40,3,36,6,3,0,34516.0,2579,68,0.29,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1618,0,39,4,31,3,1,4,11906.0,1642,39,2.51,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1619,0,53,3,36,4,2,4,11098.0,2156,46,1.14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1620,0,36,3,22,6,3,4,2224.0,2004,44,13.17,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1621,0,35,2,36,4,3,4,3454.0,1575,41,7.44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1622,0,37,2,36,4,2,2,5723.0,2732,63,5.27,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1623,0,36,1,36,4,2,3,9239.0,2246,44,2.34,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1624,0,39,2,24,4,3,2,4061.0,1602,40,7.17,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1625,0,65,1,56,5,3,2,4189.0,1597,31,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1626,0,45,1,32,4,1,3,6373.0,3483,82,4.05,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1627,0,38,2,33,5,2,3,2228.0,2334,61,12.51,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1628,1,36,4,24,3,2,2,3261.0,856,18,12.52,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1629,0,40,4,24,3,3,2,8014.0,1596,34,2.55,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1630,0,35,2,29,6,1,3,10980.0,1830,36,2.37,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1631,0,54,3,42,6,3,4,3092.0,1369,37,0.7,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1632,0,40,4,29,5,1,2,14315.0,2603,56,0.48,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1633,0,59,0,46,3,3,3,1648.0,1776,36,10.05,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1634,1,26,0,13,2,2,4,1730.0,869,27,15.34,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1635,0,46,2,35,6,3,3,13768.0,1390,44,0.55,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1636,0,29,1,19,3,3,4,1709.0,1757,48,14.17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1637,0,38,3,19,5,2,3,1705.0,3342,62,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1638,0,31,0,25,6,1,2,8673.0,2457,58,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1639,0,35,1,21,5,2,2,6391.0,2274,61,6.03,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1640,0,56,2,45,4,2,2,11102.0,1448,36,2.55,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1641,0,34,3,28,3,1,3,24765.0,1544,36,1.21,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1642,0,42,4,27,5,3,4,31864.0,1591,35,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1643,0,29,1,36,5,3,2,5346.0,3253,80,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1644,0,32,0,21,6,2,3,2801.0,2467,54,8.46,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1645,0,37,2,27,6,6,2,3148.0,1401,31,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1646,0,36,3,36,6,5,3,2786.0,2853,55,9.44,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1647,0,37,3,24,3,1,2,11894.0,2438,45,1.09,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1648,0,38,2,29,5,3,3,7535.0,1655,41,5.34,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1649,1,52,2,35,4,4,3,33180.0,797,14,0.15,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1650,0,62,2,51,6,2,4,2986.0,2141,55,9.07,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1651,0,35,2,23,4,2,2,6729.0,2080,50,5.53,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1652,0,36,1,36,3,3,4,2601.0,2542,67,11.39,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1653,0,54,3,45,4,3,0,3380.0,1636,58,0.49,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1654,0,27,1,18,5,2,2,2730.0,2319,61,8.15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1655,1,26,0,15,3,1,3,3324.0,982,22,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1656,0,56,2,45,4,3,3,2665.0,1880,58,11.32,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1657,0,60,1,47,4,3,2,5015.0,1325,29,6.49,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1658,0,54,4,36,4,3,3,6905.0,1370,25,5.34,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1659,0,48,3,41,5,2,2,5848.0,1961,51,2.42,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1660,0,33,1,26,4,3,4,19136.0,2501,55,1.24,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1661,0,64,0,55,4,3,4,3500.0,2003,41,9.04,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1662,0,35,2,24,5,1,3,7453.0,1691,47,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1663,0,54,2,43,4,3,3,6266.0,1456,27,0.29,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1664,0,29,1,23,4,3,4,4945.0,2743,69,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1665,1,33,2,21,2,2,4,27992.0,837,18,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1666,0,34,1,36,6,2,3,3735.0,1877,33,5.44,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1667,0,48,3,36,3,3,2,6703.0,1843,44,3.07,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1668,0,38,3,27,4,1,4,6162.0,1527,35,2.33,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1669,0,42,3,36,4,4,3,3337.0,3951,68,3.58,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1670,0,55,3,36,3,3,3,2205.0,1591,38,10.06,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1671,0,62,1,43,5,1,3,4450.0,1326,44,5.24,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1672,0,33,0,28,4,2,4,1438.3,2914,70,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1673,0,38,2,18,6,1,2,2172.0,2447,46,11.19,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1674,0,39,1,29,4,2,2,4323.0,3078,58,4.53,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1675,0,56,1,45,5,1,3,4145.0,1238,36,5.54,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1676,0,36,1,18,6,3,3,2032.0,2454,46,8.14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1677,0,29,1,19,5,3,3,7010.0,2413,48,0.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1678,0,57,3,50,3,3,2,3205.0,2126,58,7.57,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1679,0,55,3,36,3,2,3,16547.0,1782,48,1.32,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1680,0,51,2,45,3,2,4,5930.0,2041,32,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1681,0,57,3,39,4,1,2,7469.0,2050,46,3.55,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1682,0,56,3,45,6,2,3,2235.0,1229,27,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1683,0,26,0,13,5,2,2,2047.0,2180,33,9.44,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1684,0,36,4,21,3,1,2,34516.0,2298,55,0.26,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1685,0,53,3,44,3,3,4,2636.0,1333,34,14.54,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1686,0,41,3,32,3,3,2,6425.0,2036,44,2.22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1687,0,26,0,13,5,3,2,2902.0,2088,34,9.35,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1688,0,51,1,42,3,2,3,4002.0,2024,53,6.57,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1689,0,34,0,26,4,3,3,5175.0,2405,49,3.09,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1690,0,65,1,48,4,2,4,4599.0,2608,78,2.19,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1691,0,52,2,43,4,3,4,31258.0,2866,53,0.49,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1692,0,54,2,45,5,2,4,2683.0,1406,37,10.23,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1693,1,37,3,30,3,4,3,11638.0,563,15,0.08,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1694,0,40,3,20,3,1,3,1829.0,1610,49,10.23,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1695,0,55,0,36,3,1,3,8276.0,1409,25,3.22,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1696,0,45,4,34,4,3,3,23539.0,1485,38,0.54,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1697,0,37,2,31,5,3,3,2352.0,2344,48,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1698,0,30,1,36,6,1,2,11371.0,2768,68,1.29,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1699,0,55,1,36,6,6,2,2857.0,1869,47,14.41,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1700,0,36,2,27,5,2,4,34516.0,2873,73,0.45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1701,0,39,1,35,5,3,4,6690.0,1734,39,4.42,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1702,0,34,2,28,5,1,4,4439.0,2858,71,0.19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1703,0,47,3,36,4,3,2,5344.0,1984,36,4.56,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1704,0,42,3,37,6,3,3,27310.0,1537,41,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1705,0,61,1,50,6,2,4,2531.0,1263,35,15.32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1706,0,31,1,22,4,1,3,9096.0,2318,54,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1707,1,40,3,33,1,3,4,34516.0,1112,26,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1708,0,42,3,32,3,1,2,7169.0,1438,35,2.06,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1709,0,54,0,36,5,3,4,5399.0,1292,34,5.19,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1710,0,52,3,47,6,3,2,2280.0,1924,50,8.33,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
